No.,Chinese,Pinyin,English,Japanese,Example,Example_Japanese,Example_English,Long_Example,Long_Example_Japanese
584,冷淡,lěng dàn,cold; indifferent,冷淡な,他态度有点冷淡。,彼の態度は少し冷淡だ。,His attitude is a bit indifferent.,他对待工作态度冷淡，缺乏应有的责任感。,彼は仕事に対して冷淡な態度で、必要な責任感に欠けています。
585,厘米,lí mǐ,centimeter,センチメートル,桌子高一百厘米。,机の高さは100センチだ。,The table is 100 centimeters high.,这张地图的比例尺是以厘米为单位来表示距离的。,この地図の縮尺はセンチメートル単位で距離を表しています。
586,梨,lí,pear; CL:个,梨,超市买了几个梨。,スーパーで梨をいくつか買った。,I bought several pears at the supermarket.,秋天是吃梨的好季节，梨汁甜美多汁，非常可口。,秋は梨を食べるのに良い季節で、梨の果汁は甘くてジューシーでとても美味しいです。
587,离婚,lí hūn,to divorce; divorced from (one's spouse),離婚,他们决定离婚了。,彼らは離婚することに決めた。,They decided to divorce.,他们经过长时间的沟通，最终和平地离婚了。,彼らは長い時間話し合った末、円満に離婚しました。
588,理论,lǐ lùn,theory; CL:个,理論,这是一种新理论。,これは一つの新しい理論だ。,This is a new theory.,这篇论文探讨了现代社会中教育理论的发展趋势。,この論文は現代社会における教育理論の発展傾向を探求しています。
589,理由,lǐ yóu,reason; grounds; justification; CL:个,理由,请说明你的理由。,理由を説明してください。,Please explain your reasons.,他拒绝参加聚会的理由是身体不适，需要休息。,彼がパーティーに参加しなかった理由は体調不良で、休息が必要だからです。
590,利润,lì rùn,profits,利益,公司追求最大利润。,会社は最大の利益を追求している。,The company pursues maximum profit.,公司的利润在去年大幅增长，主要得益于市场扩展。,会社の利益は昨年大幅に増加し、主に市場拡大のおかげです。
591,利息,lì xī,interest (on a loan); CL:笔[bi3],利息,银行利息很低。,銀行の利息はとても低い。,The bank interest rate is very low.,银行利息的计算方式因不同的存款类型而有所区别。,銀行の利息の計算方法は、預金の種類によって異なります。
592,利益,lì yì,benefit; (in sb's) interest; CL:个,利益,保护自己的利益。,自分の利益を守る。,Protect your own interests.,保护环境符合每个人的利益，是社会发展的必然要求。,環境保護は誰にとっても利益にかなっており、社会発展の必然的な要求です。
593,利用,lì yòng,exploit; make use of; to use; to take advantage of; to utilize,利用する,他利用时间学习。,彼は時間を利用して勉強する。,He uses his time to study.,我们应该合理利用资源，避免浪费，促进可持续发展。,私たちは資源を合理的に利用し、無駄を避け、持続可能な発展を促進すべきです。
594,力量,lì liang,power; force; strength,力,团队的力量很大。,チームの力はとても大きい。,The power of the team is very strong.,团队的力量是实现目标的重要保障，每个人都不可或缺。,チームの力は目標達成の重要な保障であり、誰も欠かせません。
595,立即,lì jí,immediately,すぐに,请立即回复邮件。,すぐにメールを返信してください。,Please reply to the email immediately.,发现火灾后，他立即拨打了报警电话，采取了紧急措施。,火災を発見すると彼はすぐに通報し、緊急措置を取りました。
596,立刻,lì kè,forthwith; immediate; prompt; promptly; straightway; thereupon; at once,即座に,他立刻做出决定。,彼はすぐに決断を下した。,He made a decision immediately.,请您立刻到会议室集合，会议马上开始了。,すぐに会議室に集合してください。会議が間もなく始まります。
597,联合,lián hé,to combine; to join; unite; alliance,連合する,两国联合抗疫。,二国は連携して疫病に対抗した。,The two countries jointly fought the epidemic.,多国联合开展环保项目，共同应对气候变化的挑战。,多国が連合して環境保護プロジェクトを展開し、気候変動の課題に共に立ち向かっています。
598,连忙,lián máng,promptly; at once,急いで,他连忙赶去医院。,彼は急いで病院に向かった。,He hurried to the hospital.,他连忙跑过去帮忙，生怕耽误了重要的事情。,彼は慌てて駆け寄り、重要なことが遅れるのを恐れました。
599,连续,lián xù,continuous; in a row; serial; consecutive;,連続する,比赛连续三天举行。,試合は連続して三日間行われた。,The competition was held for three consecutive days.,他连续几天加班，终于完成了公司的年度报告。,彼は何日も連続で残業し、ついに会社の年次報告書を完成させました。
600,恋爱,liàn ài,(romantic) love; in love; to have an affair; CL:个,恋愛,他们开始了恋爱。,彼らは恋愛を始めた。,They started dating.,他们相识于大学时代，经过多年的恋爱最终步入婚姻殿堂。,彼らは大学時代に知り合い、何年もの恋愛の末に結婚しました。
601,粮食,liáng shi,foodstuff; cereals; CL:种[zhong3],穀物,粮食储备关系国家安全。,食料備蓄は国家の安全に関わる。,Food reserves are related to national security.,为了保障国家粮食安全，政府制定了多项稳定粮食生产的政策措施。,国の食料安全を保障するために、政府は食料生産の安定化に関する多くの政策を制定しました。
602,良好,liáng hǎo,good; favorable; well; fine,良好,他和同事关系良好。,彼は同僚と良い関係を築いている。,He has a good relationship with his colleagues.,他在工作中表现出良好的团队合作精神，深受同事们的认可。,彼は仕事で良好なチームワーク精神を示し、同僚たちから深く認められています。
603,亮,liàng,bright; clear; resonant; to shine; to show; to reveal,明るい,灯光亮得刺眼。,灯りがまぶしくて目が痛い。,The light is so bright that it hurts the eyes.,清晨的阳光非常亮，照亮了整个城市的街道和公园。,朝の陽光はとても明るく、街と公園全体を照らしています。
604,了不起,liǎo bu qǐ,amazing; terrific; extraordinary,すごい,她的成绩了不起。,彼女の成績は素晴らしい。,Her grades are outstanding.,这位科学家的发现真是了不起，为人类医学作出了巨大贡献。,この科学者の発見は本当に素晴らしく、人類の医学に大きな貢献をしました。
605,列车,liè chē,(railway) train;,列車,列车准时到达车站。,列車は時間通りに駅に到着した。,The train arrived at the station on time.,高速列车的速度越来越快，大大缩短了城市之间的旅行时间。,高速列車の速度はどんどん速くなり、都市間の移動時間を大幅に短縮しています。
606,临时,lín shí,at the instant sth happens; temporary; interim; ad hoc,臨時の,临时会议取消了。,臨時の会議はキャンセルされた。,The temporary meeting was cancelled.,由于设备出现故障，临时调整了会议的时间和地点。,設備の故障により、会議の時間と場所を臨時に調整しました。
607,灵活,líng huó,flexible; nimble; agile,柔軟な,灵活应对变化很重要。,変化に柔軟に対応することが重要だ。,It is important to respond flexibly to changes.,灵活运用各种教学方法，可以有效提高学生的学习兴趣和效果。,様々な教授法を柔軟に活用することで、学生の学習意欲と効果を効果的に向上させられます。
608,铃,líng,(small) bell; CL:只[zhi1],ベル,铃声响了三次。,ベルが三回鳴った。,The bell rang three times.,上课铃响了，学生们迅速回到教室准备上课。,授業のベルが鳴り、生徒たちはすぐに教室に戻って授業の準備をしました。
609,零件,líng jiàn,part; component,部品,机器缺少重要零件。,機械に重要な部品が欠けている。,The machine lacks important parts.,汽车维修店备有各种型号的零件，能够及时更换损坏的部件。,自動車修理工場は様々なモデルの部品を備えており、故障した部品を迅速に交換できます。
610,零食,líng shí,between-meal nibbles; snacks,お菓子,孩子喜欢吃零食。,子供はおやつを食べるのが好きだ。,Children like to eat snacks.,孩子们喜欢在课余时间吃一些健康的零食，补充体力。,子供たちは放課後に健康的なスナックを食べて、体力を補充するのが好きです。
611,领导,lǐng dǎo,"to lead; leading; leadership; leader; CL:位[wei4] ,个",指導者,领导安排了新任务。,リーダーが新しい任務を割り当てた。,The leader assigned new tasks.,优秀的领导不仅要有远见，还要善于激励团队成员共同努力。,優れたリーダーは遠見だけでなく、チームメンバーをうまく励まして共に努力させることが必要です。
612,领域,lǐng yù,domain; sphere; field; territory; area,領域,他在科技领域很有名。,彼は科学技術の分野で有名だ。,He is well-known in the field of science and technology.,人工智能技术在医疗领域的应用正在不断扩大，带来诸多便利。,人工知能技術は医療分野での応用がますます拡大しており、多くの利便性をもたらしています。
613,流传,liú chuán,to spread; to circulate; to hand down,伝わる,这故事流传了多年。,この物語は何年も伝えられてきた。,This story has been passed down for many years.,这首古老的民歌在民间广泛流传，具有重要的文化价值。,この古い民謡は民間で広く伝えられており、重要な文化的価値を持っています。
614,流泪,liú lèi,to shed tears,涙を流す,感动得她流泪了。,感動して彼女は涙を流した。,She was moved to tears.,听到感人的故事后，她忍不住流泪，表达内心的感动。,感動的な話を聞いて、彼女は思わず涙を流し、心の感動を表現しました。
615,浏览,liú lǎn,to skim over; to browse,閲覧する,他浏览了很多网页。,彼はたくさんのウェブページを閲覧した。,He browsed many web pages.,在图书馆里浏览各种书籍，可以开阔视野，增长知识。,図書館で様々な本を閲覧することで、視野を広げ知識を増やせます。
616,龙,lóng,dragon; CL:条[tiao2]; imperial,龍,龙是中国的象征。,龍は中国の象徴だ。,The dragon is a symbol of China.,龙是中国传统文化中的重要象征，代表着力量和吉祥。,龍は中国伝統文化の重要な象徴であり、力と吉祥を表しています。
617,漏,lòu,to leak; to divulge; to leave out by mistake; waterclock or hourglass (old),漏れる,水管突然漏水了。,水道管が突然水漏れした。,The water pipe suddenly leaked.,水管漏水导致地板受损，维修费用相当高昂。,水道管の漏水で床が損傷し、修理費用がかなり高額になりました。
618,录取,lù qǔ,to recruit; to enroll,合格する,他被大学录取了。,彼は大学に合格した。,He was admitted to the university.,他以优异的成绩被这所著名大学录取，实现了自己的梦想。,彼は優れた成績でこの有名な大学に合格し、自分の夢を実現しました。
619,录音,lù yīn,to record (sound); sound-recording; CL:个,録音,录音设备非常先进。,録音機器は非常に先進的だ。,The recording equipment is very advanced.,会议全过程都被录音保存，以便事后回顾和总结。,会議の全過程が録音されて保存されており、後で振り返りやまとめに役立ちます。
620,陆地,lù dì,dry land (as opposed to the sea),陸地,飞机即将到达陆地。,飛行機はまもなく陸地に到着する。,The plane is about to reach land.,陆地生态系统的保护对于维护生物多样性具有重要意义。,陸上生態系の保護は生物多様性の維持に重要な意味を持っています。
621,陆续,lù xù,in turn; successively; one after the other; bit by bit,次々と,客人陆续到达现场。,客は次々と会場に到着した。,Guests arrived at the venue one after another.,新的产品陆续上市，满足了消费者不断变化的需求。,新製品が次々と市場に出され、消費者の絶えず変化するニーズを満たしています。
622,轮流,lún liú,to alternate; to take turns,交代で,我们轮流做值班。,私たちは交代で当番をしている。,We take turns doing duty.,大家轮流发言，确保每个人都有机会表达自己的观点。,皆が順番に発言し、全員が自分の意見を表現する機会を確保しています。
623,论文,lùn wén,treatise; thesis; paper; CL:篇[pian1]; to discuss a paper or thesis (old),論文,他写了一篇优秀论文。,彼は優秀な論文を書いた。,He wrote an excellent paper.,这篇论文深入探讨了现代经济发展的趋势和挑战。,この論文は現代経済発展の傾向と課題を深く探討しています。
624,逻辑,luó ji,logic (loanword),論理,他的论证很有逻辑。,彼の論証は非常に論理的だ。,His argumentation is very logical.,他的论点逻辑严密，令人信服，得到了专家们的高度评价。,彼の論点は論理が厳密で説得力があり、専門家たちから高い評価を受けました。
625,落后,luò hòu,to fall behind; to lag (in technology etc); backward; to retrogress,遅れる,农村经济发展落后。,農村の経済発展は遅れている。,The rural economy is underdeveloped.,一些落后地区正在加快基础设施建设，促进经济发展。,一部の遅れた地域ではインフラ整備を加速し、経済発展を促進しています。
626,骂,mà,"to scold; abuse; CL:通[tong4] ,顿[dun4]",叱る,老师严厉地骂学生。,先生は厳しく生徒を叱った。,The teacher scolded the students severely.,虽然他被误会了，但他没有生气，也没有骂人，而是耐心解释。,彼は誤解されましたが、怒らず罵らずに、忍耐強く説明しました。
627,麦克风,mài kè fēng,microphone (loanword),マイク,麦克风声音很清晰。,マイクの音声はとてもクリアだ。,The microphone sound is very clear.,在演讲比赛中，他熟练地使用麦克风，声音清晰洪亮。,スピーチコンテストで彼はマイクを巧みに使い、声がはっきりと響きました。
628,馒头,mán tou,steamed roll; steamed bun; steamed bread; CL:个,蒸しパン,早餐吃了馒头和豆浆。,朝食にまんとうと豆乳を食べた。,I ate steamed buns and soy milk for breakfast.,早晨的早餐桌上摆着热气腾腾的馒头和新鲜的豆浆。,朝の食卓には湯気の立つ饅頭と新鮮な豆乳が並べられていました。
629,满足,mǎn zú,to satisfy; to meet (the needs of),満足する,顾客对服务很满足。,顧客はサービスにとても満足している。,Customers are very satisfied with the service.,只有满足客户的需求，企业才能在激烈的市场竞争中立于不败之地。,顧客のニーズを満たしてこそ、企業は激しい市場競争で勝ち残れます。
630,毛病,máo bìng,fault; problem; defect; shortcomings; CL:个,欠点,车子有点毛病需要修。,車に少し不具合があり修理が必要だ。,The car has a slight problem and needs repair.,机器出现了一些毛病，必须马上维修，否则会影响生产进度。,機械にいくつかの故障が発生し、すぐに修理しなければ生産進度に影響します。
631,矛盾,máo dùn,contradictory; contradiction; CL:个,矛盾,他们之间存在矛盾。,彼らの間には矛盾が存在している。,There are conflicts between them.,家庭成员之间的矛盾需要通过沟通和理解来解决，避免激化。,家族間の矛盾はコミュニケーションと理解を通じて解決し、激化を避ける必要があります。
632,冒险,mào xiǎn,to take risks; to take chances; foray; adventure,冒険,勇敢者喜欢冒险旅行。,勇敢な人は冒険旅行が好きだ。,Brave people like adventure travel.,年轻人应该勇于冒险，尝试新的领域，才能获得更多成长机会。,若者は勇敢に冒険し、新しい分野に挑戦してこそ、多くの成長機会を得られます。
633,贸易,mào yì,(commercial) trade; CL:个,貿易,两国贸易关系密切。,両国の貿易関係は密接だ。,The trade relations between the two countries are close.,国际贸易促进了各国经济的互相依赖和共同发展。,国際貿易は各国の経済の相互依存と共同発展を促進しました。
634,媒体,méi tǐ,"media, esp. news media",メディア,媒体报道了重要新闻。,メディアは重要なニュースを報道した。,The media reported important news.,媒体在传播信息和引导舆论方面发挥着重要作用。,メディアは情報伝達と世論形成において重要な役割を果たしています。
635,煤炭,méi tàn,coal,石炭,煤炭是重要能源之一。,石炭は重要なエネルギー源の一つだ。,Coal is one of the important energy sources.,随着环保意识的提高，煤炭的使用逐渐减少，新能源发展加快。,環境保護意識の高まりとともに石炭の使用は徐々に減り、新エネルギーの開発が加速しています。
636,眉毛,méi mao,eyebrow; CL:根[gen1],眉毛,她的眉毛画得很漂亮。,彼女の眉毛はとてもきれいに描かれている。,Her eyebrows are drawn very beautifully.,她的眉毛修剪得很整齐，显得精神焕发。,彼女の眉毛はきちんと整えられており、生き生きとした印象を与えます。
637,美术,měi shù,art; fine arts; painting; CL:种[zhong3],美術,他对美术很有兴趣。,彼は美術にとても興味がある。,He is very interested in fine arts.,美术课程不仅培养学生的审美能力，还促进创造力的发展。,美術の授業は学生の審美力を養うだけでなく、創造力の発展も促進します。
638,魅力,mèi lì,charm; fascination; glamor; charisma,魅力,这座城市充满魅力。,この都市は魅力にあふれている。,This city is full of charm.,她的个人魅力吸引了许多朋友，成为大家喜欢的对象。,彼女の個人的な魅力は多くの友人を惹きつけ、皆に好かれる存在になっています。
639,梦想,mèng xiǎng,to dream of; to hope in vain,夢想,实现梦想需要努力。,夢を実現するには努力が必要だ。,Achieving dreams requires effort.,每个人都应该勇敢追求自己的梦想，不轻易放弃努力。,誰もが自分の夢を勇敢に追い求め、簡単に努力を諦めるべきではありません。
640,密切,mì qiè,close; familiar; intimate; closely (related); to foster close ties; to pay close attention,密接な,两国关系非常密切。,両国の関係は非常に密接だ。,The relations between the two countries are very close.,两国政府保持密切合作，共同应对全球性挑战。,両国政府は緊密な協力を維持し、共にグローバルな課題に対応しています。
641,秘密,mì mì,secret; CL:个,秘密,请保守这个秘密。,この秘密を守ってください。,Please keep this secret.,这次会议的内容属于秘密信息，未经允许不得外泄。,今回の会議内容は機密情報であり、許可なく漏らしてはなりません。
642,秘书,mì shū,secretary,秘書,秘书安排了会议日程。,秘書が会議のスケジュールを手配した。,The secretary arranged the meeting schedule.,秘书不仅负责安排日程，还要协助领导处理各种事务。,秘書はスケジュール管理だけでなく、リーダーの様々な業務処理も支援します。
643,蜜蜂,mì fēng,"bee; honeybee; CL:只[zhi1] ,群[qun2]",ミツバチ,蜜蜂采集花蜜酿蜜。,ミツバチは花の蜜を集めて蜂蜜を作る。,Bees collect nectar from flowers to make honey.,蜜蜂在花丛中忙碌采蜜，对于生态环境有重要作用。,蜂は花の群れの中で忙しく蜜を集め、生態環境に重要な役割を果たしています。
644,面对,miàn duì,to confront; to face,直面する,我们必须面对困难。,私たちは困難に直面しなければならない。,We must face difficulties.,面对困难，我们应该保持积极态度，寻找解决问题的方法。,困難に直面しても、積極的な態度を保ち、問題解決の方法を探すべきです。
645,面积,miàn jī,surface area,面積,房间面积有二十平方米。,部屋の面積は20平方メートルある。,The room area is 20 square meters.,这座公园的面积很大，拥有丰富的植被和休闲设施。,この公園の面積は広く、豊かな植生とレジャー施設があります。
646,面临,miàn lín,to face sth; to be confronted with,直面する,公司面临重大挑战。,会社は重大な挑戦に直面している。,The company is facing major challenges.,公司目前正面临激烈的市场竞争，需要及时调整战略。,会社は現在激しい市場競争に直面しており、迅速に戦略を調整する必要があります。
647,描写,miáo xiě,to describe; to depict; to portray; description,描写する,小说详细描写了环境。,小説は環境を詳細に描写している。,The novel describes the environment in detail.,小说中细腻地描写了主人公的内心世界和成长经历。,小説は主人公の内面世界と成長経験を細やかに描写しています。
648,苗条,miáo tiáo,slim; slender; graceful,スリムな,她身材苗条很健康。,彼女はスリムな体型でとても健康的だ。,She has a slim figure and is very healthy.,她身材苗条，穿着时尚，给人留下深刻的印象。,彼女はスリムな体型でファッショナブルな服装をしており、強い印象を残します。
649,敏感,mǐn gǎn,sensitive; susceptible; politically sensitive (pretext for censorship),敏感な,他对批评很敏感。,彼は批判にとても敏感だ。,He is very sensitive to criticism.,小孩子的皮肤比较敏感，家长要注意选择合适的护肤品。,子供の肌は比較的敏感なので、保護者は適切なスキンケア製品を選ぶ必要があります。
650,名牌,míng pái,famous brand,ブランド,她喜欢买名牌包包。,彼女はブランドバッグを買うのが好きだ。,She likes to buy brand-name bags.,名牌产品虽然价格较高，但质量和售后服务都更有保障。,有名ブランドの製品は価格が高いものの、品質とアフターサービスはより安心です。
651,名片,míng piàn,(business) card,名刺,请把名片递给我。,名刺を私に渡してください。,Please hand me the business card.,请把你的名片留给我，以便以后联系和合作。,あなたの名刺を私に渡してください、今後の連絡と協力のために。
652,名胜古迹,míng shèng gǔ jì,historical sites and scenic spots,名勝古跡,故宫是著名的名胜古迹。,故宮は有名な名勝古跡です。,The Forbidden City is a famous historical site.,这座城市拥有许多著名的名胜古迹，吸引了大量游客。,この都市には多くの有名な名勝古跡があり、多くの観光客を引きつけている。
653,明确,míng què,to clarify; explicit; clear-cut; definite; to specify; to make definite,明確な,他的态度非常明确。,彼の態度は非常に明確です。,His attitude is very clear.,我们需要明确项目的目标和完成时间，以确保进度顺利。,私たちはプロジェクトの目標と完成期限を明確にする必要があり、順調な進捗を保証する。
654,明显,míng xiǎn,obvious; distinct; clear,明らかな,成绩有明显的进步。,成績に明らかな進歩があります。,There is a noticeable improvement in the results.,他的能力明显超过了其他同事，因此被提升为经理。,彼の能力は他の同僚より明らかに優れているため、マネージャーに昇進した。
655,明星,míng xīng,star; celebrity,スター,她是当红的明星歌手。,彼女は人気のスター歌手です。,She is a popular star singer.,那位明星在电影中的表现非常出色，赢得了观众的喜爱。,あのスターは映画で素晴らしい演技をし、観客の人気を勝ち取った。
656,命令,mìng lìng,"order; command; CL:道[dao4] ,个",命令,军官下达了命令。,軍官が命令を下しました。,The officer gave the order.,军官严格执行上级的命令，确保任务按时完成。,将校は上司の命令を厳格に実行し、任務を期限内に完了させている。
657,命运,mìng yùn,destiny; fate; CL:个,運命,命运掌握在自己手中。,運命は自分の手の中に握られている。,Fate is in your own hands.,每个人的命运都掌握在自己手中，不能轻易放弃。,誰もが自分の運命を自分の手で握っており、簡単に諦めてはいけない。
658,摸,mō,to feel with the hand; to touch; to stroke; to grope; to feel (one's pulse),触る,请不要随意摸东西。,どうか勝手に物を触らないでください。,Please do not touch things casually.,请轻轻地摸一下这个物品，看看有没有损坏的地方。,この物をそっと触って、壊れているところがないか見てください。
659,摩托车,mó tuō chē,"motorbike; motorcycle; CL:辆[liang4] ,部[bu4]",バイク,他骑摩托车去上班。,彼はバイクに乗って出勤します。,He rides a motorcycle to work.,他每天骑摩托车上下班，节省了不少时间。,彼は毎日バイクで通勤していて、かなりの時間を節約している。
660,模仿,mó fǎng,to imitate; to copy; to emulate; to mimic; model,模倣する,孩子们喜欢模仿大人。,子供たちは大人の真似をするのが好きです。,Children like to imitate adults.,孩子们喜欢模仿大人的说话方式，学习语言很快。,子供たちは大人の話し方を真似するのが好きで、言語を早く習得する。
661,模糊,mó hu,vague; indistinct; fuzzy,曖昧な,他的回答有些模糊。,彼の答えは少し曖昧です。,His answer is somewhat vague.,照片上的字迹有些模糊，不太容易辨认。,写真の文字が少しぼやけていて、あまりはっきり読めない。
662,模特,mó tè,(fashion) model (loanword);,モデル,她是一位专业模特。,彼女はプロのモデルです。,She is a professional model.,她是一名专业模特，经常参加各种时装秀。,彼女はプロのモデルで、さまざまなファッションショーに頻繁に参加している。
663,陌生,mò shēng,strange; unfamiliar,見知らぬ,对陌生环境感到紧张。,見知らぬ環境に緊張を感じる。,Feeling nervous in an unfamiliar environment.,初次见面总觉得有些陌生，需要时间来适应。,初めて会うと、いつも少しよそよそしい感じがして、慣れるのに時間が必要だ。
664,某,mǒu,a certain; sb or sth indefinite; some; such-and-such,ある,某一天我们会成功。,いつか私たちは成功するでしょう。,One day we will succeed.,某些问题需要我们认真分析，不能草率决定。,ある問題については慎重に分析する必要があり、軽率に決めてはいけない。
665,木头,mù tou,"slow-witted; blockhead; log (of wood, timber etc); CL:块[kuai4] ,根[gen1]",木材,这张桌子是木头做的。,この机は木でできています。,This table is made of wood.,这块木头非常坚硬，适合制作家具。,この木材は非常に硬く、家具の製作に適している。
666,目标,mù biāo,target; goal; objective; CL:个,目標,设定清晰的目标很重要。,明確な目標を設定することはとても重要です。,Setting clear goals is very important.,公司的长期目标是成为行业内的领先者。,会社の長期目標は業界のリーダーになることである。
667,目录,mù lù,catalog; table of contents; directory (on computer hard drive); list; contents,目次,请看书的目录部分。,本の目次の部分を見てください。,Please look at the table of contents of the book.,请查看目录，找到你感兴趣的章节阅读。,目次を確認して、興味のある章を見つけて読んでください。
668,目前,mù qián,at the present time; currently,現在,目前情况很复杂。,現在の状況はとても複雑です。,The current situation is very complicated.,目前我们正在进行产品的最后测试阶段。,現在、私たちは製品の最終テスト段階を進めている。
669,哪怕,nǎ pà,no matter how; even; even if; even though,たとえ〜でも,哪怕下雨也要去。,たとえ雨が降っても行きます。,I will go even if it rains.,哪怕遇到困难，他也从不轻易放弃自己的梦想。,たとえ困難に直面しても、彼は決して自分の夢を簡単に諦めない。
670,难怪,nán guài,(it's) no wonder (that...); (it's) not surprising (that),不思議でない,他病了，难怪没来。,彼は病気だったので、来なかったのも無理はありません。,"He was sick, no wonder he didn't come.",他这么晚还没回来，难怪大家都很担心。,彼がこんなに遅くまで帰ってこないので、みんなが心配するのも無理はない。
671,难免,nán miǎn,hard to avoid; difficult to escape from,免れにくい,犯错是难免的事。,間違いを犯すのは避けられないことです。,Making mistakes is inevitable.,面对挑战，难免会感到紧张和不安。,挑戦に直面すると、緊張や不安を感じるのは避けられない。
672,脑袋,nǎo dài,"head; skull; brain; mental capability; CL:颗[ke1] ,个",頭,他脑袋很聪明。,彼は頭がとても賢いです。,He is very smart.,他脑袋转得很快，能够迅速解决问题。,彼は頭の回転が速く、問題を素早く解決できる。
673,内部,nèi bù,"interior; inside (part, section); internal;",内部,公司内部有规定。,会社の内部には規則があります。,There are rules inside the company.,公司的内部管理制度正在不断完善中。,会社の内部管理制度は絶えず改善されている。
674,内科,nèi kē,"medicine; 'internal' medicine, i.e. treatment by administering drugs, as opposed to surgical intervention; medical department",内科,我去医院看内科医生。,私は病院で内科医に診てもらいます。,I go to the hospital to see an internist.,这家医院的内科医生非常有经验，值得信赖。,この病院の内科医はとても経験豊富で、信頼できる。
675,嫩,nèn,tender; soft; delicate; light (color); inexperienced; unskilled,柔らかい,这块肉很嫩。,この肉はとても柔らかいです。,This piece of meat is very tender.,春天的嫩叶在阳光下显得格外美丽。,春の若葉は陽の光の下で特に美しく見える。
676,能干,néng gàn,capable; competent,有能な,他是个能干的员工。,彼は有能な社員です。,He is a capable employee.,她是一个非常能干的员工，完成任务总是很出色。,彼女はとても有能な社員で、任務をいつも優秀にこなす。
677,能源,néng yuán,energy; power source; CL:个,エネルギー,新能源很受重视。,新エネルギーは非常に重視されています。,New energy is highly valued.,发展新能源是解决环境问题的关键之一。,新エネルギーの開発は環境問題を解決するための鍵の一つである。
678,嗯,ńg,m-hm (sound used to express agreement or assent),うん,嗯，我同意你的看法。,うん、あなたの意見に賛成です。,"Hmm, I agree with your opinion.",嗯，我觉得你的建议很有道理，我们可以试试看。,うん、君の提案はとても理にかなっていると思う。試してみよう。
679,年代,nián dài,a decade of a century (e.g. the Sixties); age; era; period; CL:个,年代,这是上世纪九十年代的歌。,これは20世紀90年代の歌です。,This is a song from the 1990s.,那个年代的电影充满了怀旧的气息。,あの時代の映画はノスタルジックな雰囲気に満ちている。
680,年纪,nián jì,"year (in school, college etc); grade CL:把[ba3] ,个",年齢,他年纪比我大三岁。,彼は私より3歳年上です。,He is three years older than me.,尽管年纪不大，他的见识却非常丰富。,年齢は若いが、彼の見識は非常に豊かだ。
681,念,niàn,"to miss (someone); to read (aloud); to study (a degree course); to miss (sb); idea; remembrance; twenty (banker's anti-fraud numeral corresponding to 廿, 20)",読む,她喜欢念书。,彼女は読書が好きです。,She likes reading.,她每天都会念几页书，保持学习的习惯。,彼女は毎日数ページの本を音読し、学習習慣を保っている。
682,宁可,nìng kě,preferably; one would prefer to...(or not to...); would rather; (would) be better to; (to pick) the lesser of two evils,むしろ,宁可努力也不放弃。,努力しても諦めないほうがいい。,Better to work hard than to give up.,宁可失败，也要坚持自己的梦想，不轻易放弃。,失敗しても、自分の夢をあきらめずに貫く方がいい。
683,牛仔裤,niú zǎi kù,jeans; CL:条[tiao2],ジーンズ,他穿着一条牛仔裤。,彼はジーンズを履いています。,He is wearing a pair of jeans.,他喜欢穿牛仔裤，因为既舒适又时尚。,彼はジーンズを履くのが好きだ。快適でファッショナブルだから。
684,农村,nóng cūn,rural area; village; CL:个,農村,农村生活比较安静。,田舎の生活は比較的静かです。,Rural life is relatively quiet.,农村的发展离不开科技的支持和资金投入。,農村の発展は科学技術の支援と資金投入なしには成り立たない。
685,农民,nóng mín,peasant; CL:个,農民,农民辛勤劳动。,農民は勤勉に働いています。,Farmers work diligently.,农民们辛勤劳动，保障了粮食的丰收。,農民たちは懸命に働き、穀物の豊作を支えている。
686,农业,nóng yè,agriculture; farming,農業,农业是国家基础产业。,農業は国の基礎産業です。,Agriculture is the country's basic industry.,农业现代化是国家经济发展的重要方向。,農業の現代化は国家経済発展の重要な方向である。
687,浓,nóng,concentrated; dense,濃い,这里的咖啡味道很浓。,ここのコーヒーは味が濃いです。,The coffee here has a strong flavor.,这道菜的味道很浓，香料用得非常恰当。,この料理は味が濃く、香辛料の使い方が非常に適切だ。
688,女士,nv3 shì,"lady; madam; CL:个,位[wei4]",女性,这位女士很有礼貌。,この女性はとても礼儀正しいです。,This lady is very polite.,女士们请注意，会议将在十分钟后开始。,ご婦人の皆様、ご注意ください。会議は10分後に始まります。
689,欧洲,ōu zhōu,Europe; European,ヨーロッパ,他计划去欧洲旅游。,彼はヨーロッパ旅行を計画しています。,He plans to travel to Europe.,欧洲的历史文化遗产吸引了众多游客前来参观。,ヨーロッパの歴史的文化遺産は多くの観光客を惹きつけている。
690,偶然,ǒu rán,incidentally; occasional; occasionally; by chance; randomly,偶然,我们偶然遇见了老朋友。,私たちは偶然に旧友に会いました。,We met an old friend by chance.,这次偶然的相遇让他们成为了很好的朋友。,この偶然の出会いが彼らを良い友達にした。
691,拍,pāi,to take (a photograph);to clap; to pat; to slap; fly-swatter; racket,撮る,请帮我拍张照片。,写真を一枚撮ってください。,Please take a photo for me.,摄影师耐心地拍摄了许多精彩的照片。,写真家は辛抱強く多くの素晴らしい写真を撮影した。
